Customer_ID,AI_Repayment_Score,AI_Status_Prediction,AI_Expected_Days
CUST02152,0.0,Likely to Default,174
CUST02153,100.0,Likely to Repay,348
CUST02154,0.0,Likely to Default,83
CUST02155,100.0,Likely to Repay,369
CUST02156,93.0,Likely to Repay,277
CUST02157,0.0,Likely to Default,92
CUST02158,0.0,Likely to Default,80
CUST02159,100.0,Likely to Repay,97
CUST02160,0.0,Likely to Default,167
CUST02161,99.0,Likely to Repay,275
CUST02162,0.0,Likely to Default,87
CUST02163,0.0,Likely to Default,360
CUST02164,1.0,Likely to Default,177
CUST02165,0.0,Likely to Default,271
CUST02166,4.0,Likely to Default,271
CUST02167,1.0,Likely to Default,267
CUST02168,0.0,Likely to Default,267
CUST02169,0.0,Likely to Default,183
CUST02170,99.0,Likely to Repay,277
CUST02171,0.0,Likely to Default,357
CUST02172,97.0,Likely to Repay,352
CUST02173,0.0,Likely to Default,360
CUST02174,100.0,Likely to Repay,95
CUST02175,100.0,Likely to Repay,268
CUST02176,0.0,Likely to Default,361
CUST02177,0.0,Likely to Default,267
CUST02178,1.0,Likely to Default,181
CUST02179,1.0,Likely to Default,363
CUST02180,0.0,Likely to Default,79
CUST02181,1.0,Likely to Default,78
CUST02182,1.0,Likely to Default,182
CUST02183,97.0,Likely to Repay,356
CUST02184,100.0,Likely to Repay,173
CUST02185,0.0,Likely to Default,72
CUST02186,0.0,Likely to Default,80
CUST02187,100.0,Likely to Repay,276
CUST02188,100.0,Likely to Repay,190
CUST02189,97.0,Likely to Repay,88
CUST02190,4.0,Likely to Default,357
CUST02191,0.0,Likely to Default,363
CUST02192,0.0,Likely to Default,74
CUST02193,0.0,Likely to Default,176
CUST02194,99.0,Likely to Repay,180
CUST02195,1.0,Likely to Default,361
CUST02196,100.0,Likely to Repay,89
CUST02197,0.0,Likely to Default,360
CUST02198,100.0,Likely to Repay,169
CUST02199,99.0,Likely to Repay,92
CUST02200,99.0,Likely to Repay,355
CUST02201,5.0,Likely to Default,91
CUST02202,0.0,Likely to Default,269
CUST02203,2.0,Likely to Default,358
CUST02204,0.0,Likely to Default,360
CUST02205,3.0,Likely to Default,277
CUST02206,100.0,Likely to Repay,187
CUST02207,0.0,Likely to Default,360
CUST02208,98.0,Likely to Repay,367
CUST02209,96.0,Likely to Repay,173
CUST02210,100.0,Likely to Repay,90
CUST02211,0.0,Likely to Default,267
CUST02212,99.0,Likely to Repay,173
CUST02213,0.0,Likely to Default,90
CUST02214,0.0,Likely to Default,269
CUST02215,98.0,Likely to Repay,97
CUST02216,100.0,Likely to Repay,359
CUST02217,1.0,Likely to Default,271
CUST02218,0.0,Likely to Default,86
CUST02219,2.0,Likely to Default,272
CUST02220,100.0,Likely to Repay,92
CUST02221,0.0,Likely to Default,80
CUST02222,0.0,Likely to Default,360
CUST02223,1.0,Likely to Default,180
CUST02224,1.0,Likely to Default,271
CUST02225,98.0,Likely to Repay,359
CUST02226,100.0,Likely to Repay,272
CUST02227,0.0,Likely to Default,177
CUST02228,1.0,Likely to Default,359
CUST02229,0.0,Likely to Default,172
CUST02230,1.0,Likely to Default,356
CUST02231,0.0,Likely to Default,358
CUST02232,0.0,Likely to Default,361
CUST02233,100.0,Likely to Repay,362
CUST02234,3.0,Likely to Default,79
CUST02235,2.0,Likely to Default,268
CUST02236,99.0,Likely to Repay,87
CUST02237,99.0,Likely to Repay,99
CUST02238,99.0,Likely to Repay,94
CUST02239,0.0,Likely to Default,363
CUST02240,0.0,Likely to Default,359
CUST02241,100.0,Likely to Repay,189
CUST02242,1.0,Likely to Default,265
CUST02243,100.0,Likely to Repay,179
CUST02244,96.0,Likely to Repay,178
CUST02245,2.0,Likely to Default,269
CUST02246,0.0,Likely to Default,270
CUST02247,3.0,Likely to Default,171
CUST02248,2.0,Likely to Default,179
CUST02249,3.0,Likely to Default,176
CUST02250,1.0,Likely to Default,359
CUST02251,0.0,Likely to Default,267
CUST02252,99.0,Likely to Repay,277
CUST02253,100.0,Likely to Repay,95
CUST02254,100.0,Likely to Repay,368
CUST02255,99.0,Likely to Repay,360
CUST02256,100.0,Likely to Repay,269
CUST02257,0.0,Likely to Default,358
CUST02258,0.0,Likely to Default,170
CUST02259,0.0,Likely to Default,268
CUST02260,100.0,Likely to Repay,277
CUST02261,0.0,Likely to Default,358
CUST02262,1.0,Likely to Default,270
CUST02263,99.0,Likely to Repay,368
CUST02264,0.0,Likely to Default,362
CUST02265,1.0,Likely to Default,357
CUST02266,99.0,Likely to Repay,180
CUST02267,2.0,Likely to Default,357
CUST02268,0.0,Likely to Default,363
CUST02269,0.0,Likely to Default,91
CUST02270,1.0,Likely to Default,82
CUST02271,3.0,Likely to Default,176
CUST02272,1.0,Likely to Default,177
CUST02273,0.0,Likely to Default,362
CUST02274,0.0,Likely to Default,88
CUST02275,6.0,Likely to Default,175
CUST02276,0.0,Likely to Default,266
CUST02277,0.0,Likely to Default,273
CUST02278,100.0,Likely to Repay,358
CUST02279,0.0,Likely to Default,82
CUST02280,100.0,Likely to Repay,276
CUST02281,100.0,Likely to Repay,82
CUST02282,100.0,Likely to Repay,183
CUST02283,98.0,Likely to Repay,99
CUST02284,2.0,Likely to Default,358
CUST02285,98.0,Likely to Repay,89
CUST02286,0.0,Likely to Default,273
CUST02287,0.0,Likely to Default,95
CUST02288,99.0,Likely to Repay,87
CUST02289,1.0,Likely to Default,79
CUST02290,0.0,Likely to Default,169
CUST02291,93.0,Likely to Repay,354
CUST02292,0.0,Likely to Default,273
CUST02293,0.0,Likely to Default,270
CUST02294,1.0,Likely to Default,92
CUST02295,0.0,Likely to Default,82
CUST02296,0.0,Likely to Default,169
CUST02297,0.0,Likely to Default,358
CUST02298,100.0,Likely to Repay,278
CUST02299,100.0,Likely to Repay,356
CUST02300,0.0,Likely to Default,263
CUST02301,97.0,Likely to Repay,97
CUST02302,99.0,Likely to Repay,182
CUST02303,99.0,Likely to Repay,178
CUST02304,0.0,Likely to Default,81
CUST02305,100.0,Likely to Repay,96
CUST02306,100.0,Likely to Repay,97
CUST02307,100.0,Likely to Repay,360
CUST02308,99.0,Likely to Repay,90
CUST02309,0.0,Likely to Default,358
CUST02310,1.0,Likely to Default,84
CUST02311,0.0,Likely to Default,178
CUST02312,99.0,Likely to Repay,364
CUST02313,100.0,Likely to Repay,173
CUST02314,0.0,Likely to Default,80
CUST02315,91.0,Likely to Repay,84
CUST02316,99.0,Likely to Repay,270
CUST02317,3.0,Likely to Default,363
CUST02318,100.0,Likely to Repay,351
CUST02319,8.0,Likely to Default,359
CUST02320,1.0,Likely to Default,361
CUST02321,0.0,Likely to Default,177
CUST02322,0.0,Likely to Default,360
CUST02323,0.0,Likely to Default,175
CUST02324,99.0,Likely to Repay,94
CUST02325,1.0,Likely to Default,175
CUST02326,1.0,Likely to Default,359
CUST02327,0.0,Likely to Default,171
CUST02328,99.0,Likely to Repay,356
CUST02329,0.0,Likely to Default,184
CUST02330,2.0,Likely to Default,275
CUST02331,1.0,Likely to Default,359
CUST02332,0.0,Likely to Default,181
CUST02333,0.0,Likely to Default,364
CUST02334,0.0,Likely to Default,85
CUST02335,2.0,Likely to Default,172
CUST02336,89.0,Likely to Repay,169
CUST02337,1.0,Likely to Default,268
CUST02338,100.0,Likely to Repay,353
CUST02339,0.0,Likely to Default,171
CUST02340,0.0,Likely to Default,268
CUST02341,98.0,Likely to Repay,265
CUST02342,0.0,Likely to Default,269
CUST02343,1.0,Likely to Default,357
CUST02344,0.0,Likely to Default,364
CUST02345,0.0,Likely to Default,167
CUST02346,100.0,Likely to Repay,356
CUST02347,98.0,Likely to Repay,367
CUST02348,1.0,Likely to Default,88
CUST02349,1.0,Likely to Default,359
CUST02350,0.0,Likely to Default,73
CUST02351,0.0,Likely to Default,172
CUST02352,100.0,Likely to Repay,270
CUST02353,100.0,Likely to Repay,81
CUST02354,0.0,Likely to Default,175
CUST02355,0.0,Likely to Default,85
CUST02356,97.0,Likely to Repay,352
CUST02357,0.0,Likely to Default,175
CUST02358,0.0,Likely to Default,270
CUST02359,0.0,Likely to Default,82
CUST02360,99.0,Likely to Repay,353
CUST02361,100.0,Likely to Repay,173
CUST02362,0.0,Likely to Default,358
CUST02363,0.0,Likely to Default,174
CUST02364,0.0,Likely to Default,80
CUST02365,100.0,Likely to Repay,176
CUST02366,100.0,Likely to Repay,95
CUST02367,1.0,Likely to Default,182
CUST02368,0.0,Likely to Default,362
CUST02369,97.0,Likely to Repay,352
CUST02370,99.0,Likely to Repay,94
CUST02371,99.0,Likely to Repay,264
CUST02372,0.0,Likely to Default,88
CUST02373,0.0,Likely to Default,361
CUST02374,99.0,Likely to Repay,172
CUST02375,0.0,Likely to Default,272
CUST02376,100.0,Likely to Repay,357
CUST02377,0.0,Likely to Default,272
CUST02378,96.0,Likely to Repay,89
CUST02379,100.0,Likely to Repay,356
CUST02380,2.0,Likely to Default,83
CUST02381,3.0,Likely to Default,363
CUST02382,99.0,Likely to Repay,361
CUST02383,99.0,Likely to Repay,89
CUST02384,3.0,Likely to Default,361
CUST02385,0.0,Likely to Default,265
CUST02386,0.0,Likely to Default,272
CUST02387,0.0,Likely to Default,83
CUST02388,0.0,Likely to Default,170
CUST02389,100.0,Likely to Repay,267
CUST02390,0.0,Likely to Default,361
CUST02391,0.0,Likely to Default,81
CUST02392,0.0,Likely to Default,174
CUST02393,0.0,Likely to Default,88
CUST02394,0.0,Likely to Default,273
CUST02395,0.0,Likely to Default,359
CUST02396,0.0,Likely to Default,266
CUST02397,98.0,Likely to Repay,81
CUST02398,2.0,Likely to Default,361
CUST02399,1.0,Likely to Default,180
CUST02400,0.0,Likely to Default,272
CUST02401,100.0,Likely to Repay,86
CUST02402,1.0,Likely to Default,358
CUST02403,96.0,Likely to Repay,88
CUST02404,1.0,Likely to Default,177
CUST02405,100.0,Likely to Repay,177
CUST02406,0.0,Likely to Default,267
CUST02407,100.0,Likely to Repay,180
CUST02408,0.0,Likely to Default,165
CUST02409,0.0,Likely to Default,268
CUST02410,100.0,Likely to Repay,99
CUST02411,99.0,Likely to Repay,276
CUST02412,0.0,Likely to Default,268
CUST02413,100.0,Likely to Repay,362
CUST02414,100.0,Likely to Repay,191
CUST02415,99.0,Likely to Repay,184
CUST02416,1.0,Likely to Default,94
CUST02417,100.0,Likely to Repay,171
CUST02418,0.0,Likely to Default,81
CUST02419,99.0,Likely to Repay,368
CUST02420,95.0,Likely to Repay,99
CUST02421,2.0,Likely to Default,89
CUST02422,0.0,Likely to Default,358
CUST02423,1.0,Likely to Default,268
CUST02424,99.0,Likely to Repay,365
CUST02425,2.0,Likely to Default,180
CUST02426,3.0,Likely to Default,168
CUST02427,0.0,Likely to Default,360
CUST02428,1.0,Likely to Default,72
CUST02429,2.0,Likely to Default,360
CUST02430,0.0,Likely to Default,179
CUST02431,1.0,Likely to Default,358
CUST02432,1.0,Likely to Default,73
CUST02433,0.0,Likely to Default,173
CUST02434,98.0,Likely to Repay,270
CUST02435,0.0,Likely to Default,364
CUST02436,100.0,Likely to Repay,361
CUST02437,0.0,Likely to Default,362
CUST02438,0.0,Likely to Default,359
CUST02439,0.0,Likely to Default,172
CUST02440,96.0,Likely to Repay,80
CUST02441,0.0,Likely to Default,266
CUST02442,0.0,Likely to Default,357
CUST02443,7.0,Likely to Default,169
CUST02444,0.0,Likely to Default,360
CUST02445,1.0,Likely to Default,269
CUST02446,0.0,Likely to Default,360
CUST02447,1.0,Likely to Default,89
CUST02448,99.0,Likely to Repay,354
CUST02449,99.0,Likely to Repay,370
CUST02450,100.0,Likely to Repay,358
CUST02451,0.0,Likely to Default,79
CUST02452,0.0,Likely to Default,177
CUST02453,0.0,Likely to Default,86
CUST02454,1.0,Likely to Default,182
CUST02455,99.0,Likely to Repay,87
CUST02456,96.0,Likely to Repay,95
CUST02457,88.0,Likely to Repay,356
CUST02458,1.0,Likely to Default,83
CUST02459,0.0,Likely to Default,174
CUST02460,2.0,Likely to Default,180
CUST02461,0.0,Likely to Default,178
CUST02462,0.0,Likely to Default,169
CUST02463,94.0,Likely to Repay,99
CUST02464,0.0,Likely to Default,361
CUST02465,1.0,Likely to Default,269
CUST02466,0.0,Likely to Default,172
CUST02467,98.0,Likely to Repay,95
CUST02468,100.0,Likely to Repay,368
CUST02469,1.0,Likely to Default,85
CUST02470,100.0,Likely to Repay,186
CUST02471,0.0,Likely to Default,172
CUST02472,0.0,Likely to Default,364
CUST02473,100.0,Likely to Repay,89
CUST02474,96.0,Likely to Repay,181
CUST02475,97.0,Likely to Repay,176
CUST02476,0.0,Likely to Default,269
CUST02477,3.0,Likely to Default,269
CUST02478,96.0,Likely to Repay,181
CUST02479,0.0,Likely to Default,271
CUST02480,99.0,Likely to Repay,271
CUST02481,98.0,Likely to Repay,185
CUST02482,4.0,Likely to Default,97
CUST02483,3.0,Likely to Default,84
CUST02484,0.0,Likely to Default,76
CUST02485,100.0,Likely to Repay,362
CUST02486,4.0,Likely to Default,84
CUST02487,0.0,Likely to Default,361
CUST02488,0.0,Likely to Default,360
CUST02489,0.0,Likely to Default,271
CUST02490,0.0,Likely to Default,357
CUST02491,100.0,Likely to Repay,367
CUST02492,0.0,Likely to Default,360
CUST02493,1.0,Likely to Default,360
CUST02494,1.0,Likely to Default,272
CUST02495,1.0,Likely to Default,176
CUST02496,0.0,Likely to Default,360
CUST02497,91.0,Likely to Repay,161
CUST02498,1.0,Likely to Default,96
CUST02499,99.0,Likely to Repay,88
CUST02500,4.0,Likely to Default,172
CUST02501,100.0,Likely to Repay,174
CUST02502,1.0,Likely to Default,94
CUST02503,1.0,Likely to Default,263
CUST02504,2.0,Likely to Default,271
CUST02505,0.0,Likely to Default,360
CUST02506,1.0,Likely to Default,266
CUST02507,0.0,Likely to Default,267
CUST02508,0.0,Likely to Default,361
CUST02509,0.0,Likely to Default,362
CUST02510,4.0,Likely to Default,273
CUST02511,1.0,Likely to Default,172
CUST02512,0.0,Likely to Default,358
CUST02513,0.0,Likely to Default,185
CUST02514,3.0,Likely to Default,71
CUST02515,100.0,Likely to Repay,353
CUST02516,0.0,Likely to Default,166
CUST02517,1.0,Likely to Default,358
CUST02518,2.0,Likely to Default,357
CUST02519,0.0,Likely to Default,361
CUST02520,97.0,Likely to Repay,359
CUST02521,100.0,Likely to Repay,178
CUST02522,100.0,Likely to Repay,170
CUST02523,0.0,Likely to Default,169
CUST02524,0.0,Likely to Default,81
CUST02525,0.0,Likely to Default,362
CUST02526,0.0,Likely to Default,358
CUST02527,0.0,Likely to Default,185
CUST02528,1.0,Likely to Default,176
CUST02529,99.0,Likely to Repay,358
CUST02530,100.0,Likely to Repay,357
CUST02531,94.0,Likely to Repay,87
CUST02532,0.0,Likely to Default,359
CUST02533,0.0,Likely to Default,174
CUST02534,99.0,Likely to Repay,94
CUST02535,0.0,Likely to Default,267
CUST02536,100.0,Likely to Repay,275
CUST02537,1.0,Likely to Default,361
CUST02538,2.0,Likely to Default,166
CUST02539,96.0,Likely to Repay,358
CUST02540,100.0,Likely to Repay,185
CUST02541,100.0,Likely to Repay,172
CUST02542,100.0,Likely to Repay,185
CUST02543,1.0,Likely to Default,272
CUST02544,1.0,Likely to Default,358
CUST02545,0.0,Likely to Default,361
CUST02546,0.0,Likely to Default,270
CUST02547,100.0,Likely to Repay,178
CUST02548,0.0,Likely to Default,72
CUST02549,1.0,Likely to Default,81
CUST02550,100.0,Likely to Repay,278
CUST02551,0.0,Likely to Default,88
CUST02552,100.0,Likely to Repay,174
CUST02553,0.0,Likely to Default,176
CUST02554,0.0,Likely to Default,360
CUST02555,0.0,Likely to Default,165
CUST02556,0.0,Likely to Default,176
CUST02557,100.0,Likely to Repay,183
CUST02558,0.0,Likely to Default,88
CUST02559,0.0,Likely to Default,92
CUST02560,0.0,Likely to Default,275
CUST02561,0.0,Likely to Default,270
CUST02562,2.0,Likely to Default,95
CUST02563,0.0,Likely to Default,359
CUST02564,100.0,Likely to Repay,363
CUST02565,8.0,Likely to Default,80
CUST02566,0.0,Likely to Default,269
CUST02567,0.0,Likely to Default,358
CUST02568,99.0,Likely to Repay,168
CUST02569,0.0,Likely to Default,357
CUST02570,4.0,Likely to Default,362
CUST02571,0.0,Likely to Default,359
CUST02572,0.0,Likely to Default,268
CUST02573,0.0,Likely to Default,270
CUST02574,98.0,Likely to Repay,92
CUST02575,0.0,Likely to Default,360
CUST02576,100.0,Likely to Repay,268
CUST02577,0.0,Likely to Default,270
CUST02578,99.0,Likely to Repay,92
CUST02579,1.0,Likely to Default,180
CUST02580,7.0,Likely to Default,170
CUST02581,0.0,Likely to Default,359
CUST02582,0.0,Likely to Default,162
CUST02583,1.0,Likely to Default,93
CUST02584,1.0,Likely to Default,271
CUST02585,0.0,Likely to Default,173
CUST02586,2.0,Likely to Default,360
CUST02587,0.0,Likely to Default,358
CUST02588,0.0,Likely to Default,270
CUST02589,100.0,Likely to Repay,361
CUST02590,98.0,Likely to Repay,94
CUST02591,0.0,Likely to Default,177
CUST02592,99.0,Likely to Repay,349
CUST02593,2.0,Likely to Default,173
CUST02594,0.0,Likely to Default,267
CUST02595,97.0,Likely to Repay,162
CUST02596,0.0,Likely to Default,88
CUST02597,2.0,Likely to Default,265
CUST02598,100.0,Likely to Repay,361
CUST02599,2.0,Likely to Default,270
CUST02600,0.0,Likely to Default,169
CUST02601,4.0,Likely to Default,178
CUST02602,1.0,Likely to Default,180
CUST02603,1.0,Likely to Default,181
CUST02604,100.0,Likely to Repay,269
CUST02605,0.0,Likely to Default,268
CUST02606,0.0,Likely to Default,171
CUST02607,98.0,Likely to Repay,355
CUST02608,99.0,Likely to Repay,277
CUST02609,99.0,Likely to Repay,87
CUST02610,0.0,Likely to Default,264
CUST02611,2.0,Likely to Default,89
CUST02612,99.0,Likely to Repay,352
CUST02613,0.0,Likely to Default,83
CUST02614,2.0,Likely to Default,74
CUST02615,1.0,Likely to Default,359
CUST02616,96.0,Likely to Repay,163
CUST02617,1.0,Likely to Default,270
CUST02618,1.0,Likely to Default,362
CUST02619,99.0,Likely to Repay,84
CUST02620,1.0,Likely to Default,175
CUST02621,100.0,Likely to Repay,266
CUST02622,97.0,Likely to Repay,356
CUST02623,0.0,Likely to Default,270
CUST02624,0.0,Likely to Default,168
CUST02625,100.0,Likely to Repay,263
CUST02626,1.0,Likely to Default,178
CUST02627,98.0,Likely to Repay,359
CUST02628,99.0,Likely to Repay,177
CUST02629,0.0,Likely to Default,358
CUST02630,1.0,Likely to Default,176
CUST02631,0.0,Likely to Default,267
CUST02632,0.0,Likely to Default,166
CUST02633,99.0,Likely to Repay,177
CUST02634,98.0,Likely to Repay,276
CUST02635,0.0,Likely to Default,82
CUST02636,100.0,Likely to Repay,187
CUST02637,1.0,Likely to Default,360
CUST02638,0.0,Likely to Default,181
CUST02639,6.0,Likely to Default,79
CUST02640,1.0,Likely to Default,361
CUST02641,2.0,Likely to Default,270
CUST02642,0.0,Likely to Default,270
CUST02643,1.0,Likely to Default,267
CUST02644,0.0,Likely to Default,359
CUST02645,100.0,Likely to Repay,175
CUST02646,100.0,Likely to Repay,357
CUST02647,0.0,Likely to Default,360
CUST02648,0.0,Likely to Default,93
CUST02649,0.0,Likely to Default,361
CUST02650,99.0,Likely to Repay,275
CUST02651,0.0,Likely to Default,360
CUST02652,1.0,Likely to Default,95
CUST02653,0.0,Likely to Default,357
CUST02654,0.0,Likely to Default,364
CUST02655,0.0,Likely to Default,270
CUST02656,0.0,Likely to Default,355
CUST02657,0.0,Likely to Default,183
CUST02658,100.0,Likely to Repay,278
CUST02659,99.0,Likely to Repay,96
CUST02660,0.0,Likely to Default,73
CUST02661,1.0,Likely to Default,90
CUST02662,0.0,Likely to Default,364
CUST02663,2.0,Likely to Default,175
CUST02664,0.0,Likely to Default,273
CUST02665,0.0,Likely to Default,179
CUST02666,0.0,Likely to Default,171
CUST02667,2.0,Likely to Default,88
CUST02668,0.0,Likely to Default,87
CUST02669,99.0,Likely to Repay,178
CUST02670,0.0,Likely to Default,179
CUST02671,100.0,Likely to Repay,264
CUST02672,0.0,Likely to Default,88
CUST02673,99.0,Likely to Repay,98
CUST02674,99.0,Likely to Repay,351
CUST02675,96.0,Likely to Repay,89
CUST02676,99.0,Likely to Repay,259
CUST02677,99.0,Likely to Repay,365
CUST02678,100.0,Likely to Repay,270
CUST02679,1.0,Likely to Default,88
CUST02680,0.0,Likely to Default,92
CUST02681,100.0,Likely to Repay,169
CUST02682,0.0,Likely to Default,170
CUST02683,0.0,Likely to Default,270
CUST02684,0.0,Likely to Default,357
CUST02685,0.0,Likely to Default,81
CUST02686,98.0,Likely to Repay,189
CUST02687,0.0,Likely to Default,178
CUST02688,0.0,Likely to Default,75
CUST02689,3.0,Likely to Default,80
CUST02690,99.0,Likely to Repay,356
CUST02691,97.0,Likely to Repay,173
CUST02692,3.0,Likely to Default,362
CUST02693,99.0,Likely to Repay,362
CUST02694,99.0,Likely to Repay,82
CUST02695,99.0,Likely to Repay,367
CUST02696,100.0,Likely to Repay,99
CUST02697,0.0,Likely to Default,269
CUST02698,0.0,Likely to Default,364
CUST02699,0.0,Likely to Default,168
CUST02700,100.0,Likely to Repay,183
CUST02701,0.0,Likely to Default,265
CUST02702,99.0,Likely to Repay,260
CUST02703,1.0,Likely to Default,364
CUST02704,98.0,Likely to Repay,185
CUST02705,0.0,Likely to Default,177
CUST02706,1.0,Likely to Default,84
CUST02707,1.0,Likely to Default,74
CUST02708,2.0,Likely to Default,160
CUST02709,0.0,Likely to Default,93
CUST02710,99.0,Likely to Repay,78
CUST02711,6.0,Likely to Default,80
CUST02712,100.0,Likely to Repay,280
CUST02713,0.0,Likely to Default,167
CUST02714,100.0,Likely to Repay,174
CUST02715,99.0,Likely to Repay,175
CUST02716,1.0,Likely to Default,93
CUST02717,1.0,Likely to Default,364
CUST02718,1.0,Likely to Default,357
CUST02719,0.0,Likely to Default,85
CUST02720,100.0,Likely to Repay,277
CUST02721,98.0,Likely to Repay,261
CUST02722,0.0,Likely to Default,170
CUST02723,2.0,Likely to Default,360
CUST02724,1.0,Likely to Default,266
CUST02725,0.0,Likely to Default,362
CUST02726,0.0,Likely to Default,358
CUST02727,2.0,Likely to Default,269
CUST02728,1.0,Likely to Default,86
CUST02729,0.0,Likely to Default,171
CUST02730,99.0,Likely to Repay,183
CUST02731,0.0,Likely to Default,272
CUST02732,100.0,Likely to Repay,84
CUST02733,0.0,Likely to Default,267
CUST02734,99.0,Likely to Repay,264
CUST02735,0.0,Likely to Default,361
CUST02736,1.0,Likely to Default,359
CUST02737,0.0,Likely to Default,166
CUST02738,0.0,Likely to Default,356
CUST02739,0.0,Likely to Default,357
CUST02740,94.0,Likely to Repay,75
CUST02741,2.0,Likely to Default,265
CUST02742,0.0,Likely to Default,267
CUST02743,97.0,Likely to Repay,81
CUST02744,1.0,Likely to Default,356
CUST02745,100.0,Likely to Repay,364
CUST02746,1.0,Likely to Default,268
CUST02747,0.0,Likely to Default,175
CUST02748,98.0,Likely to Repay,264
CUST02749,99.0,Likely to Repay,180
CUST02750,0.0,Likely to Default,358
CUST02751,0.0,Likely to Default,169
CUST02752,98.0,Likely to Repay,189
CUST02753,0.0,Likely to Default,175
CUST02754,99.0,Likely to Repay,172
CUST02755,98.0,Likely to Repay,178
CUST02756,100.0,Likely to Repay,274
CUST02757,0.0,Likely to Default,83
CUST02758,2.0,Likely to Default,360
CUST02759,99.0,Likely to Repay,267
CUST02760,100.0,Likely to Repay,94
CUST02761,93.0,Likely to Repay,268
CUST02762,0.0,Likely to Default,92
CUST02763,1.0,Likely to Default,266
CUST02764,100.0,Likely to Repay,353
CUST02765,0.0,Likely to Default,359
CUST02766,1.0,Likely to Default,180
CUST02767,0.0,Likely to Default,79
CUST02768,96.0,Likely to Repay,271
CUST02769,0.0,Likely to Default,174
CUST02770,100.0,Likely to Repay,271
CUST02771,1.0,Likely to Default,357
CUST02772,100.0,Likely to Repay,367
CUST02773,1.0,Likely to Default,76
CUST02774,0.0,Likely to Default,270
CUST02775,99.0,Likely to Repay,275
CUST02776,3.0,Likely to Default,177
CUST02777,1.0,Likely to Default,357
CUST02778,1.0,Likely to Default,174
CUST02779,0.0,Likely to Default,175
CUST02780,99.0,Likely to Repay,94
CUST02781,1.0,Likely to Default,170
CUST02782,2.0,Likely to Default,79
CUST02783,99.0,Likely to Repay,350
CUST02784,0.0,Likely to Default,166
CUST02785,1.0,Likely to Default,165
CUST02786,0.0,Likely to Default,181
CUST02787,98.0,Likely to Repay,184
CUST02788,100.0,Likely to Repay,369
CUST02789,0.0,Likely to Default,87
CUST02790,0.0,Likely to Default,359
CUST02791,0.0,Likely to Default,79
CUST02792,1.0,Likely to Default,83
CUST02793,99.0,Likely to Repay,172
CUST02794,100.0,Likely to Repay,189
CUST02795,2.0,Likely to Default,170
CUST02796,0.0,Likely to Default,82
CUST02797,100.0,Likely to Repay,266
CUST02798,100.0,Likely to Repay,263
CUST02799,3.0,Likely to Default,270
CUST02800,99.0,Likely to Repay,360
CUST02801,100.0,Likely to Repay,83
CUST02802,98.0,Likely to Repay,278
CUST02803,100.0,Likely to Repay,86
CUST02804,98.0,Likely to Repay,86
CUST02805,1.0,Likely to Default,361
CUST02806,3.0,Likely to Default,174
CUST02807,0.0,Likely to Default,177
CUST02808,1.0,Likely to Default,356
CUST02809,1.0,Likely to Default,362
CUST02810,1.0,Likely to Default,87
CUST02811,0.0,Likely to Default,270
CUST02812,100.0,Likely to Repay,93
CUST02813,1.0,Likely to Default,93
CUST02814,1.0,Likely to Default,271
CUST02815,0.0,Likely to Default,179
CUST02816,0.0,Likely to Default,87
CUST02817,4.0,Likely to Default,174
CUST02818,99.0,Likely to Repay,188
CUST02819,100.0,Likely to Repay,187
CUST02820,99.0,Likely to Repay,87
CUST02821,0.0,Likely to Default,264
CUST02822,4.0,Likely to Default,268
CUST02823,0.0,Likely to Default,180
CUST02824,100.0,Likely to Repay,177
CUST02825,100.0,Likely to Repay,280
CUST02826,0.0,Likely to Default,362
CUST02827,98.0,Likely to Repay,364
CUST02828,3.0,Likely to Default,177
CUST02829,0.0,Likely to Default,267
CUST02830,0.0,Likely to Default,361
CUST02831,6.0,Likely to Default,265
CUST02832,0.0,Likely to Default,82
CUST02833,2.0,Likely to Default,170
CUST02834,5.0,Likely to Default,358
CUST02835,0.0,Likely to Default,175
CUST02836,100.0,Likely to Repay,82
CUST02837,0.0,Likely to Default,269
CUST02838,2.0,Likely to Default,182
CUST02839,0.0,Likely to Default,356
CUST02840,1.0,Likely to Default,82
CUST02841,100.0,Likely to Repay,351
CUST02842,0.0,Likely to Default,269
CUST02843,2.0,Likely to Default,361
CUST02844,0.0,Likely to Default,356
CUST02845,0.0,Likely to Default,359
CUST02846,0.0,Likely to Default,80
CUST02847,1.0,Likely to Default,361
CUST02848,96.0,Likely to Repay,362
CUST02849,1.0,Likely to Default,86
CUST02850,100.0,Likely to Repay,96
CUST02851,97.0,Likely to Repay,96
CUST02852,1.0,Likely to Default,270
CUST02853,0.0,Likely to Default,79
CUST02854,100.0,Likely to Repay,275
CUST02855,0.0,Likely to Default,84
CUST02856,2.0,Likely to Default,83
CUST02857,99.0,Likely to Repay,174
CUST02858,99.0,Likely to Repay,171
CUST02859,13.0,Likely to Default,180
CUST02860,0.0,Likely to Default,173
CUST02861,100.0,Likely to Repay,93
CUST02862,100.0,Likely to Repay,95
CUST02863,1.0,Likely to Default,265
CUST02864,0.0,Likely to Default,81
CUST02865,0.0,Likely to Default,270
CUST02866,0.0,Likely to Default,360
CUST02867,0.0,Likely to Default,360
CUST02868,100.0,Likely to Repay,88
CUST02869,0.0,Likely to Default,361
CUST02870,2.0,Likely to Default,85
CUST02871,2.0,Likely to Default,271
CUST02872,0.0,Likely to Default,177
